driver_id,pickup_datetime,passenger_count,fare_amount
342008,2009-08-08 21:32:00 UTC,5,7.3
418816,2010-01-08 00:28:00 UTC,1,5.3
277014,2010-09-19 19:28:00 UTC,5,6.9
90808,2012-05-16 18:14:00 UTC,1,9.3
585173,2009-02-13 16:54:52 UTC,1,6.7
462294,2009-06-20 19:28:37 UTC,1,7.3
502840,2013-09-03 08:08:00 UTC,1,9.0
564946,2013-01-20 14:33:27 UTC,2,13.0
217526,2013-07-31 06:51:13 UTC,1,19.0
577258,2013-09-09 22:12:59 UTC,1,5.5
779839,2009-01-23 07:28:00 UTC,1,8.1
37360,2011-02-18 13:19:49 UTC,1,9.3
362146,2013-05-11 19:51:00 UTC,1,18.0
845308,2014-09-13 12:17:00 UTC,1,12.0
266425,2009-04-21 22:59:27 UTC,1,7.3
982725,2009-09-26 15:17:20 UTC,2,4.9
261950,2010-05-28 21:33:07 UTC,1,16.1
619008,2011-05-02 08:20:11 UTC,2,12.9
714092,2015-02-14 19:00:23 UTC,1,4.0
163126,2011-05-02 12:44:59 UTC,1,15.3
951825,2012-06-24 17:33:00 UTC,1,11.7
401634,2010-05-22 23:29:57 UTC,1,25.3
91197,2010-06-30 02:22:05 UTC,1,8.9
201686,2013-04-26 02:06:00 UTC,1,6.0
750084,2013-05-02 03:57:12 UTC,1,6.0
571670,2011-01-23 11:44:28 UTC,1,6.5
266606,2012-10-14 21:06:27 UTC,1,7.5
183189,2015-04-30 14:07:57 UTC,1,16.5
612567,2010-07-12 09:44:33 UTC,1,4.9
299234,2012-01-08 19:03:15 UTC,1,9.7
938825,2012-04-24 13:00:36 UTC,1,7.7
233877,2014-05-09 09:42:16 UTC,2,19.0
767372,2009-07-31 13:53:52 UTC,1,16.9
26433,2012-11-18 12:17:00 UTC,2,10.5
283522,2011-06-15 18:07:00 UTC,3,8.9
474059,2012-08-25 01:53:42 UTC,1,7.5
230069,2012-09-06 13:41:00 UTC,1,5.5
87136,2009-05-13 18:17:00 UTC,1,10.9
209955,2009-10-30 18:13:00 UTC,4,8.1
731563,2010-01-17 22:07:00 UTC,1,5.7
740560,2009-12-06 11:58:29 UTC,2,18.1
133032,2010-06-30 06:15:00 UTC,5,10.9
914652,2011-04-04 18:56:00 UTC,5,8.9
300576,2014-03-03 23:30:00 UTC,2,13.5
181813,2014-05-19 20:59:26 UTC,2,5.0
417553,2011-12-07 19:40:21 UTC,1,5.3
961891,2012-06-17 02:05:53 UTC,1,7.7
853603,2013-01-01 14:26:00 UTC,1,9.0
352853,2011-10-08 00:24:00 UTC,1,16.1
50330,2012-07-30 16:19:08 UTC,2,4.9
158274,2012-09-09 10:24:15 UTC,1,5.5
249488,2013-06-14 17:37:00 UTC,1,57.33
942404,2014-02-28 22:45:07 UTC,3,8.5
971645,2014-06-10 14:18:29 UTC,1,9.5
637879,2015-03-29 13:31:25 UTC,1,7.5
935913,2009-12-14 12:33:00 UTC,1,6.9
413342,2013-09-21 02:54:00 UTC,2,7.5
396030,2009-08-31 10:25:00 UTC,1,8.1
505982,2011-01-18 23:48:00 UTC,3,6.1
655426,2012-06-26 13:08:14 UTC,1,5.7
372573,2010-01-21 08:39:00 UTC,1,14.1
923271,2011-07-21 15:43:00 UTC,1,5.7
174522,2013-11-06 11:26:54 UTC,1,7.0
453883,2014-02-09 02:17:00 UTC,1,12.0
273042,2015-04-18 08:29:08 UTC,1,11.5
745902,2010-03-27 22:20:51 UTC,1,12.1
546198,2010-06-15 13:31:08 UTC,1,26.67
716069,2010-09-13 09:37:00 UTC,1,4.5
970408,2011-04-04 20:59:01 UTC,1,10.1
605011,2011-05-08 10:43:27 UTC,1,7.7
148876,2014-07-11 05:07:00 UTC,2,25.0
401396,2014-08-21 10:21:17 UTC,1,19.0
585788,2013-10-31 11:49:16 UTC,1,14.0
808370,2013-11-15 01:51:35 UTC,1,5.0
113940,2015-05-10 22:41:10 UTC,1,43.5
692675,2015-06-20 09:50:28 UTC,1,8.0
352986,2009-03-13 17:43:18 UTC,4,8.7
17568,2011-01-27 21:30:00 UTC,1,3.7
682752,2011-11-24 01:58:25 UTC,1,20.5
198807,2015-06-02 23:16:15 UTC,0,34.0
649081,2015-03-19 12:38:17 UTC,1,52.83
593289,2009-07-16 22:38:00 UTC,1,6.1
354811,2013-06-22 13:48:00 UTC,1,8.5
877247,2014-03-10 19:50:51 UTC,1,20.0
508801,2010-05-28 08:18:34 UTC,1,10.5
530304,2012-03-10 22:53:25 UTC,1,26.5
841839,2015-06-01 21:41:06 UTC,4,8.0
483752,2009-01-26 00:44:42 UTC,1,10.6
342276,2010-09-21 07:06:31 UTC,1,4.5
28424,2011-03-09 22:21:25 UTC,1,9.7
732663,2011-12-05 08:38:34 UTC,1,20.5
152403,2012-01-06 10:57:10 UTC,1,9.3
871546,2014-05-25 21:09:00 UTC,1,18.5
121461,2014-04-27 21:56:45 UTC,2,5.0
819628,2009-08-03 08:19:45 UTC,1,34.0
488480,2012-11-08 20:07:35 UTC,1,23.5
217104,2009-12-11 15:57:17 UTC,3,4.5
183925,2013-12-07 13:25:00 UTC,1,8.0
631735,2010-02-27 20:13:00 UTC,5,26.5
409008,2014-12-24 11:23:00 UTC,2,5.5
674486,2009-03-23 20:24:00 UTC,1,6.1
500992,2010-03-23 17:43:00 UTC,4,4.9
774241,2010-01-26 14:55:00 UTC,1,5.3
96847,2011-07-05 14:23:00 UTC,1,8.1
928172,2013-04-01 00:04:15 UTC,1,20.33
559069,2013-06-28 20:24:00 UTC,1,4.5
493899,2014-05-12 12:11:28 UTC,1,7.0
99095,2009-07-11 12:20:03 UTC,1,7.7
231678,2009-10-16 10:32:00 UTC,1,7.3
894676,2010-06-09 14:53:47 UTC,2,33.07
295623,2011-05-04 13:44:00 UTC,5,36.5
22389,2014-01-01 05:22:00 UTC,2,5.0
526182,2014-06-25 17:43:16 UTC,1,23.5
590629,2012-05-09 15:26:00 UTC,1,6.1
480679,2013-01-12 18:10:00 UTC,1,11.0
969734,2014-09-05 15:23:00 UTC,6,6.0
345473,2009-09-20 11:32:00 UTC,5,11.3
459992,2009-11-15 19:58:00 UTC,1,8.1
381481,2010-03-28 22:32:44 UTC,3,8.9
838265,2011-02-19 22:25:00 UTC,1,4.5
64954,2013-01-31 19:38:05 UTC,1,11.0
479952,2013-06-18 10:27:05 UTC,1,8.5
643491,2013-07-04 16:41:27 UTC,1,8.5
42953,2010-01-15 11:11:07 UTC,1,8.1
786489,2010-09-19 15:17:00 UTC,1,6.9
951492,2013-11-19 22:09:00 UTC,1,6.0
784373,2009-04-27 20:28:39 UTC,1,5.3
107988,2011-11-27 00:57:39 UTC,1,6.1
948557,2012-11-10 00:30:53 UTC,2,9.5
818700,2013-12-18 09:15:00 UTC,1,11.5
197571,2015-03-14 09:23:41 UTC,6,17.0
681138,2009-07-30 14:44:00 UTC,1,5.3
907074,2013-06-11 16:27:57 UTC,1,10.0
420466,2014-12-08 01:00:16 UTC,1,15.5
187466,2010-06-11 17:41:38 UTC,1,6.9
545558,2011-05-01 12:48:32 UTC,1,18.1
522788,2015-05-21 09:23:05 UTC,1,15.5
133530,2012-02-03 01:55:19 UTC,1,10.1
64218,2013-03-22 19:20:00 UTC,6,21.5
850745,2014-10-04 20:10:00 UTC,1,8.5
373076,2012-08-12 16:22:52 UTC,1,7.3
316471,2014-05-29 05:57:22 UTC,1,2.5
64872,2014-09-16 15:12:19 UTC,1,8.5
479146,2010-07-25 09:56:00 UTC,5,6.1
937218,2012-02-25 19:43:00 UTC,1,14.1
323253,2013-12-30 15:16:17 UTC,1,6.0
479052,2014-12-05 13:59:54 UTC,1,8.5
260607,2015-05-04 09:36:13 UTC,1,8.0
475859,2012-04-25 16:19:00 UTC,1,5.3
334763,2014-01-06 19:24:29 UTC,1,10.5
31705,2015-02-20 07:12:52 UTC,1,5.5
69736,2009-08-21 19:35:05 UTC,1,8.1
177019,2012-11-15 08:39:00 UTC,1,13.0
190348,2014-04-29 09:51:15 UTC,1,8.5
330998,2010-11-26 16:01:01 UTC,1,6.1
833499,2010-12-26 11:50:32 UTC,1,12.9
827109,2014-02-01 21:06:00 UTC,5,10.0
794541,2014-07-08 20:16:00 UTC,6,8.5
821374,2010-04-15 18:13:00 UTC,1,4.9
356382,2012-09-26 13:14:47 UTC,1,6.0
33741,2014-01-10 08:16:07 UTC,1,5.0
188247,2014-03-12 18:12:44 UTC,1,12.0
633722,2013-03-02 15:47:27 UTC,1,13.5
104844,2015-03-11 14:48:58 UTC,1,33.83
255338,2009-09-02 05:18:10 UTC,1,25.7
692877,2010-05-21 08:35:00 UTC,3,13.7
629853,2011-10-16 22:37:25 UTC,1,10.5
198162,2012-03-07 11:26:12 UTC,1,5.7
302585,2013-08-24 17:07:00 UTC,2,9.0
617172,2014-02-06 11:17:00 UTC,1,22.5
847617,2014-02-06 11:17:00 UTC,1,7.5
351654,2011-04-20 18:51:56 UTC,1,14.1
447001,2012-05-03 21:28:00 UTC,1,9.3
85504,2014-02-22 18:41:34 UTC,1,4.0
226612,2014-10-03 16:31:00 UTC,1,5.5
293657,2009-05-18 12:30:00 UTC,1,9.3
748360,2010-06-26 09:59:00 UTC,2,7.3
201827,2013-06-20 12:36:08 UTC,1,4.5
426343,2013-09-12 11:32:00 UTC,1,13.0
125722,2010-04-10 16:56:00 UTC,2,5.7
339617,2014-11-15 13:12:56 UTC,1,8.0
231643,2015-05-20 20:29:35 UTC,2,20.5
177204,2011-10-16 11:37:46 UTC,1,9.3
398045,2011-10-21 08:18:49 UTC,2,8.5
209020,2012-03-24 22:13:00 UTC,1,8.1
309673,2013-12-09 09:16:00 UTC,5,5.0
172569,2009-01-16 05:58:00 UTC,5,5.3
387274,2010-04-21 13:39:00 UTC,1,5.3
609056,2011-07-01 08:24:00 UTC,2,6.9
761259,2014-10-21 07:04:06 UTC,1,8.5
599833,2012-07-02 08:43:33 UTC,1,6.5
85851,2012-09-15 02:17:00 UTC,1,29.0
734147,2014-01-29 22:41:00 UTC,6,21.0
645263,2009-01-02 10:13:46 UTC,2,14.5
996780,2009-09-12 10:56:00 UTC,1,32.9
657471,2011-05-17 07:53:19 UTC,1,6.1
534184,2013-11-07 10:19:35 UTC,1,13.0
145789,2014-07-11 12:24:43 UTC,1,15.0
408442,2010-02-03 14:33:29 UTC,1,4.9
726625,2010-11-11 21:18:00 UTC,5,8.9
823364,2012-04-05 20:19:03 UTC,1,8.1
139091,2013-04-30 16:25:36 UTC,1,6.0
673496,2014-05-12 23:31:00 UTC,1,57.33
256956,2014-05-20 13:15:00 UTC,1,8.0
86113,2009-11-28 17:12:00 UTC,1,8.5
191556,2010-01-31 15:21:08 UTC,1,8.9
527632,2010-08-06 09:29:00 UTC,5,10.5
880820,2010-09-08 15:14:00 UTC,2,10.1
98965,2011-11-15 13:07:50 UTC,3,49.8
527612,2015-02-01 17:24:59 UTC,1,5.0
708965,2015-02-16 17:12:44 UTC,1,6.0
727078,2010-02-26 23:56:00 UTC,1,13.3
606019,2015-04-09 07:20:46 UTC,1,7.0
985603,2012-03-28 13:09:20 UTC,2,10.5
382370,2012-12-21 13:10:00 UTC,1,56.8
77940,2013-12-04 18:13:00 UTC,1,14.5
110055,2010-11-25 22:54:00 UTC,2,11.3
457103,2011-01-14 17:22:12 UTC,1,6.5
840983,2011-06-02 14:04:00 UTC,1,5.7
458249,2013-05-02 01:22:00 UTC,1,13.0
491895,2014-07-03 01:34:00 UTC,5,22.0
302125,2011-11-10 00:09:07 UTC,1,18.5
644498,2012-06-17 18:08:12 UTC,2,14.1
718529,2010-01-09 21:28:55 UTC,2,4.5
470768,2014-07-20 11:49:33 UTC,1,24.0
2852,2010-01-16 13:58:13 UTC,1,25.7
43962,2011-08-30 10:09:03 UTC,1,3.3
303823,2012-03-26 05:47:15 UTC,1,8.5
377805,2010-07-31 22:00:38 UTC,1,5.3
128414,2011-06-12 01:48:00 UTC,1,4.5
377839,2009-01-11 22:50:00 UTC,2,3.7
969360,2011-07-26 11:56:41 UTC,1,8.1
863644,2010-08-03 14:58:00 UTC,2,16.1
966127,2011-05-22 00:30:32 UTC,1,12.9
625253,2011-08-20 13:40:33 UTC,2,8.1
989266,2013-03-14 11:13:00 UTC,1,9.5
233861,2014-09-02 00:02:00 UTC,2,23.5
429090,2009-02-22 22:48:00 UTC,2,2.5
107778,2009-03-28 20:05:13 UTC,1,11.0
299703,2011-10-10 18:31:34 UTC,2,6.1
300531,2014-07-13 11:15:00 UTC,1,28.0
347648,2014-07-23 08:42:00 UTC,1,10.0
456867,2009-04-03 11:58:00 UTC,1,10.1
662049,2011-04-30 04:15:00 UTC,5,7.7
755909,2014-03-26 22:46:23 UTC,1,8.0
969354,2009-07-16 18:04:00 UTC,1,6.1
42351,2012-09-13 11:31:00 UTC,1,20.5
835596,2013-11-19 10:38:00 UTC,1,9.5
12132,2014-02-14 05:55:36 UTC,1,7.0
892293,2011-07-13 07:32:00 UTC,1,8.5
473182,2014-05-30 21:44:34 UTC,2,7.5
161112,2015-06-22 19:04:41 UTC,1,11.5
896779,2010-04-29 08:27:00 UTC,1,7.7
746004,2011-12-14 20:47:00 UTC,2,6.1
867479,2012-09-02 23:09:00 UTC,2,38.5
950171,2015-05-28 11:56:51 UTC,2,11.5
598164,2012-09-24 23:07:15 UTC,1,6.0
67407,2013-05-02 18:59:25 UTC,1,17.0
805150,2014-08-15 21:24:00 UTC,1,7.5
557809,2015-05-16 11:33:57 UTC,1,5.5
534890,2011-03-20 17:25:00 UTC,1,6.9
24908,2013-02-15 12:13:00 UTC,1,3.0
701114,2014-03-03 19:03:42 UTC,1,12.5
473480,2009-03-16 04:47:17 UTC,1,17.0
319765,2012-11-30 11:02:00 UTC,1,38.8
375668,2013-03-10 04:12:00 UTC,1,6.0
417912,2014-06-18 07:38:20 UTC,1,6.5
409738,2014-08-01 01:59:00 UTC,1,14.5
463285,2010-01-19 01:10:00 UTC,1,2.5
765364,2009-04-10 17:32:00 UTC,1,4.1
278339,2010-08-21 14:22:57 UTC,2,13.3
677762,2012-12-08 23:27:00 UTC,3,6.0
472270,2013-01-16 16:40:00 UTC,1,6.5
928381,2013-03-25 11:32:32 UTC,1,12.5
530734,2014-05-09 12:55:00 UTC,1,21.5
849142,2010-10-23 18:39:00 UTC,2,49.57
540494,2010-11-13 04:38:00 UTC,1,38.1
787193,2011-07-10 02:08:08 UTC,1,10.1
801643,2010-04-28 18:58:00 UTC,1,4.5
895527,2011-12-17 13:53:00 UTC,3,5.3
879462,2013-10-31 23:44:00 UTC,1,8.0
215569,2009-07-30 21:24:21 UTC,1,7.7
398241,2012-10-01 09:02:00 UTC,2,7.5
884312,2015-03-17 13:30:23 UTC,1,5.5
747246,2009-03-01 18:37:49 UTC,1,7.7
487302,2010-02-12 21:30:03 UTC,1,8.1
807936,2014-07-12 13:17:34 UTC,1,5.5
345868,2015-06-13 07:19:10 UTC,1,6.5
282037,2013-08-06 23:24:46 UTC,1,4.5
91626,2013-09-24 18:23:52 UTC,1,7.0
548581,2014-02-19 12:48:00 UTC,1,17.5
614610,2011-02-13 14:48:57 UTC,2,4.9
348679,2013-06-01 12:53:00 UTC,1,6.0
747381,2010-03-11 20:59:00 UTC,5,4.5
688634,2014-09-22 11:58:00 UTC,1,10.5
726164,2010-02-17 22:51:00 UTC,1,8.9
580665,2010-02-28 16:56:00 UTC,5,6.1
349072,2010-08-07 13:46:00 UTC,1,14.5
916844,2010-10-23 12:11:31 UTC,2,6.1
222449,2012-03-15 23:48:00 UTC,1,5.7
769830,2013-01-13 13:38:00 UTC,5,8.0
